age,gender,income,usage_gb,complaints,tenure_months,plan_type,churn
73.0,female,19998,85.0,4,13,Prepaid,0
45.0,male,59671,56.0,3,58,Prepaid,0
50.0,male,56089,34.0,3,44,Prepaid,1
64.0,male,84528,31.0,3,42,Postpaid,0
61.0,female,77376,55.0,3,39,Prepaid,0
26.0,male,75083,72.0,6,37,Postpaid,1
59.0,female,58463,13.0,4,53,Prepaid,0
75.0,female,87658,45.0,1,24,Prepaid,0
64.0,male,98497,44.0,3,9,Postpaid,0
47.0,male,83339,29.0,9,18,Postpaid,0
50.0,male,41318,24.0,9,14,Postpaid,1
34.0,male,34871,84.0,0,57,Prepaid,0
58.0,male,10118,43.0,5,34,Postpaid,0
32.0,male,99364,58.0,9,26,Prepaid,1
39.0,male,75938,4.0,1,2,Postpaid,0
34.0,male,94329,29.0,0,42,Postpaid,0
38.0,male,80887,23.0,2,39,Postpaid,0
40.0,female,48715,33.0,3,48,Prepaid,0
23.0,female,23052,84.0,9,8,Prepaid,0
62.0,male,14248,57.0,2,39,Prepaid,0
45.0,male,81290,90.0,3,22,Prepaid,0
76.0,male,37314,42.0,2,14,Postpaid,1
29.0,male,44136,77.0,3,14,Prepaid,0
59.0,female,85253,16.0,9,17,Postpaid,1
29.0,male,53316,81.0,0,44,Postpaid,0
51.0,female,95578,61.0,4,2,Prepaid,1
48.0,female,59194,4.0,6,56,Prepaid,1
45.0,female,84850,69.0,1,58,Postpaid,0
58.0,male,21333,48.0,0,58,Postpaid,0
69.0,female,45706,1.0,9,50,Prepaid,0
37.0,male,26479,84.0,2,20,Postpaid,0
70.0,female,15088,54.0,2,24,Postpaid,0
29.0,female,99248,61.0,3,8,Prepaid,0
36.0,female,56582,58.0,0,53,Prepaid,1
37.0,male,41832,9.0,1,46,Prepaid,0
77.0,female,43874,33.0,0,10,Postpaid,0
25.0,male,31683,70.0,5,59,Postpaid,0
42.0,male,21067,34.0,4,3,Postpaid,0
44.0,male,92203,88.0,2,46,Postpaid,0
67.0,female,19526,32.0,9,8,Prepaid,1
48.0,female,44621,46.0,3,45,Postpaid,0
77.0,female,23773,45.0,0,53,Postpaid,0
63.0,female,93665,2.0,0,57,Prepaid,0
61.0,female,28524,81.0,7,10,Prepaid,1
64.0,male,45457,14.0,5,10,Prepaid,1
28.0,male,77840,47.0,2,5,Postpaid,0
45.0,male,61321,90.0,2,49,Prepaid,0
54.0,female,44353,99.0,2,11,Prepaid,0
30.0,male,60731,23.0,4,24,Prepaid,1
25.0,male,49324,38.0,7,25,Prepaid,0
26.0,male,36038,57.0,6,21,Postpaid,0
66.0,female,63854,70.0,7,30,Prepaid,1
58.0,male,42873,25.0,0,21,Postpaid,0
35.0,male,96412,55.0,5,14,Prepaid,1
63.0,male,51686,83.0,7,23,Postpaid,0
61.0,female,78082,76.0,2,48,Postpaid,0
68.0,female,31099,82.0,5,7,Postpaid,0
74.0,female,68114,88.0,0,57,Postpaid,0
72.0,male,60353,86.0,9,25,Prepaid,0
29.0,male,76944,51.0,7,18,Postpaid,0
65.0,female,51555,97.0,6,27,Prepaid,0
42.0,male,74736,49.0,5,55,Postpaid,0
42.0,male,15272,71.0,6,48,Postpaid,0
58.0,male,72122,94.0,4,49,Postpaid,1
55.0,female,77810,5.0,9,14,Prepaid,1
44.0,female,54676,93.0,2,53,Prepaid,0
79.0,male,13086,82.0,8,42,Postpaid,1
28.0,female,61016,99.0,7,4,Postpaid,1
24.0,male,80317,77.0,8,26,Postpaid,0
19.0,female,51534,16.0,0,50,Postpaid,0
68.0,female,18475,30.0,4,32,Postpaid,0
43.0,male,45546,1.0,6,35,Prepaid,1
45.0,male,99467,61.0,6,23,Postpaid,0
58.0,female,34369,44.0,6,3,Prepaid,0
44.0,male,57648,47.0,6,53,Prepaid,1
53.0,female,41969,73.0,2,45,Prepaid,0
21.0,female,74112,82.0,8,17,Prepaid,0
27.0,male,48567,8.0,4,15,Prepaid,0
75.0,female,44587,91.0,9,31,Prepaid,1
45.0,male,62144,37.0,5,48,Postpaid,1
28.0,female,61458,75.0,5,6,Prepaid,0
40.0,male,54988,58.0,5,37,Prepaid,1
38.0,female,33240,44.0,8,50,Postpaid,0
35.0,male,19715,22.0,9,30,Postpaid,1
36.0,female,72145,19.0,5,4,Prepaid,1
63.0,male,40597,73.0,5,2,Prepaid,0
24.0,female,65152,32.0,0,10,Prepaid,0
37.0,male,43857,23.0,0,53,Prepaid,0
47.0,female,86857,1.0,7,28,Postpaid,0
51.0,male,73623,84.0,3,9,Prepaid,0
72.0,male,46355,40.0,4,54,Postpaid,0
75.0,male,39960,35.0,6,49,Prepaid,1
36.0,female,77412,37.0,2,9,Prepaid,0
51.0,male,10716,60.0,3,41,Postpaid,1
19.0,female,15183,48.0,0,20,Prepaid,0
56.0,female,17590,54.0,7,5,Postpaid,1
27.0,male,41128,28.0,5,4,Postpaid,1
22.0,female,54729,30.0,1,32,Prepaid,0
59.0,female,36357,86.0,5,50,Prepaid,0
29.0,male,26964,44.0,1,57,Prepaid,0
47.0,female,38166,97.0,7,42,Postpaid,0
24.0,female,54516,84.0,2,55,Postpaid,0
64.0,male,36766,71.0,2,14,Prepaid,0
65.0,female,61678,55.0,8,9,Postpaid,1
53.0,male,44399,83.0,7,7,Prepaid,1
69.0,male,94009,6.0,6,11,Postpaid,0
45.0,female,99310,50.0,6,45,Postpaid,1
29.0,male,69002,71.0,5,10,Prepaid,0
27.0,male,59932,11.0,1,26,Postpaid,0
31.0,male,12793,19.0,3,45,Postpaid,0
30.0,female,66028,7.0,9,55,Prepaid,1
38.0,female,44265,49.0,9,10,Prepaid,1
31.0,female,36094,54.0,7,12,Prepaid,0
54.0,male,81411,47.0,8,4,Prepaid,1
27.0,male,13796,6.0,8,7,Prepaid,1
56.0,male,33450,49.0,3,24,Postpaid,0
38.0,male,79678,88.0,7,19,Postpaid,0
60.0,female,93247,4.0,7,58,Prepaid,0
49.0,male,56315,77.0,1,27,Postpaid,0
74.0,female,57610,27.0,9,19,Prepaid,0
45.0,male,97035,8.0,4,28,Postpaid,0
36.0,male,18320,6.0,3,43,Prepaid,1
54.0,female,53286,2.0,4,20,Prepaid,1
58.0,female,31750,42.0,3,9,Prepaid,0
45.0,male,52911,50.0,3,25,Prepaid,0
52.0,male,91566,62.0,5,37,Postpaid,0
47.0,male,63649,9.0,9,19,Postpaid,0
36.0,female,99231,65.0,4,35,Prepaid,0
37.0,female,55452,74.0,2,20,Prepaid,1
74.0,female,87671,7.0,7,54,Prepaid,0
59.0,female,25273,67.0,2,53,Postpaid,0
23.0,female,38860,12.0,5,43,Postpaid,0
77.0,male,34649,44.0,2,50,Prepaid,0
62.0,male,79193,66.0,2,8,Prepaid,0
21.0,female,56175,87.0,2,39,Postpaid,0
63.0,male,30000,53.0,3,24,Prepaid,0
54.0,male,25553,44.0,9,46,Postpaid,0
74.0,female,44607,83.0,6,1,Prepaid,0
48.0,female,23816,22.0,6,12,Prepaid,0
50.0,male,72745,21.0,0,15,Prepaid,0
37.0,female,86346,47.0,0,33,Postpaid,0
37.0,female,97201,12.0,3,58,Prepaid,0
56.0,male,31212,3.0,8,53,Prepaid,0
69.0,male,49527,36.0,0,27,Postpaid,0
73.0,female,55348,16.0,7,1,Prepaid,1
65.0,male,54625,64.0,8,52,Prepaid,1
55.0,female,50788,55.0,2,34,Prepaid,0
49.0,male,29815,49.0,1,2,Postpaid,0
39.0,male,20075,50.0,1,39,Postpaid,1
65.0,male,46290,10.0,0,52,Postpaid,0
37.0,male,18302,40.0,8,52,Postpaid,0
34.0,female,15671,8.0,7,53,Prepaid,0
71.0,male,57172,36.0,6,58,Prepaid,0
54.0,male,87272,68.0,0,39,Prepaid,0
39.0,male,58652,98.0,9,37,Prepaid,0
71.0,female,12100,30.0,6,7,Prepaid,1
77.0,female,85638,27.0,8,38,Postpaid,0
37.0,female,71517,67.0,3,52,Prepaid,0
50.0,female,37281,91.0,1,48,Prepaid,0
47.0,female,34589,30.0,8,54,Prepaid,0
61.0,female,90960,83.0,0,11,Postpaid,0
76.0,female,52849,32.0,1,12,Prepaid,0
52.0,male,22711,64.0,1,51,Prepaid,0
67.0,female,35340,21.0,0,56,Prepaid,0
54.0,female,33798,26.0,5,32,Postpaid,0
72.0,female,46006,98.0,2,52,Prepaid,0
43.0,female,41122,39.0,9,41,Postpaid,0
41.0,male,59210,2.0,9,13,Prepaid,1
44.0,male,39083,77.0,1,30,Postpaid,0
79.0,female,67680,13.0,8,24,Postpaid,0
55.0,male,54341,11.0,0,47,Prepaid,0
27.0,female,94625,83.0,2,20,Prepaid,0
20.0,female,84530,35.0,6,11,Postpaid,0
50.0,male,39898,14.0,2,30,Postpaid,0
67.0,male,13794,97.0,0,30,Prepaid,0
47.0,female,62637,28.0,1,53,Postpaid,0
52.0,male,40447,63.0,6,1,Postpaid,1
67.0,male,91154,27.0,2,52,Prepaid,0
50.0,male,46510,58.0,2,13,Postpaid,0
74.0,female,36120,70.0,2,11,Postpaid,0
57.0,male,40542,76.0,8,25,Prepaid,0
63.0,male,87854,41.0,8,33,Prepaid,0
66.0,male,20127,61.0,8,55,Prepaid,0
56.0,female,96179,84.0,0,32,Postpaid,0
21.0,male,31010,84.0,2,9,Postpaid,0
44.0,male,86274,74.0,8,27,Prepaid,0
26.0,male,58989,40.0,5,55,Prepaid,0
49.0,female,61287,53.0,0,43,Postpaid,0
26.0,male,28412,96.0,2,13,Postpaid,0
49.0,male,74990,25.0,8,39,Postpaid,1
39.0,male,68371,69.0,8,44,Postpaid,1
19.0,female,53295,79.0,4,17,Postpaid,0
25.0,male,51200,48.0,1,32,Prepaid,0
49.0,male,63753,86.0,0,21,Postpaid,0
22.0,female,52461,43.0,2,11,Postpaid,0
71.0,female,97702,83.0,7,53,Prepaid,0
65.0,female,13725,64.0,8,19,Prepaid,1
61.0,male,32600,6.0,2,20,Prepaid,0
28.0,female,86587,82.0,9,6,Postpaid,1
67.0,male,81329,70.0,8,27,Prepaid,0
57.0,female,41315,23.0,9,38,Postpaid,0
42.0,male,55560,70.0,7,58,Prepaid,0
18.0,male,12431,51.0,5,46,Prepaid,0
50.0,female,25918,94.0,9,51,Prepaid,0
67.0,female,95004,31.0,6,59,Postpaid,0
20.0,male,67918,27.0,8,42,Postpaid,0
21.0,male,13474,6.0,4,51,Prepaid,0
41.0,female,81318,78.0,2,18,Postpaid,0
49.0,female,46320,98.0,5,43,Postpaid,1
47.0,male,61188,69.0,4,38,Postpaid,1
44.0,female,87116,37.0,3,27,Postpaid,0
33.0,female,85368,87.0,6,38,Postpaid,0
21.0,male,22281,26.0,6,43,Prepaid,1
19.0,male,42928,69.0,3,25,Postpaid,0
24.0,male,34535,60.0,2,50,Postpaid,0
60.0,male,92239,85.0,5,3,Postpaid,0
66.0,male,80265,97.0,3,20,Postpaid,0
44.0,male,68348,36.0,2,22,Prepaid,1
22.0,male,15265,10.0,2,49,Postpaid,0
43.0,male,82284,16.0,6,30,Postpaid,0
79.0,male,60481,74.0,4,56,Postpaid,1
33.0,male,34568,36.0,3,57,Prepaid,0
48.0,male,49844,14.0,1,28,Postpaid,0
51.0,male,50151,81.0,0,43,Prepaid,0
38.0,female,36648,65.0,6,15,Prepaid,0
45.0,female,91865,14.0,9,7,Postpaid,1
47.0,male,92574,71.0,3,29,Prepaid,0
47.0,female,14580,64.0,8,18,Prepaid,1
62.0,female,94231,98.0,6,44,Postpaid,0
54.0,male,46358,98.0,3,31,Postpaid,0
21.0,male,81984,97.0,5,8,Prepaid,1
18.0,female,80228,89.0,1,27,Postpaid,0
43.0,female,63900,79.0,3,24,Postpaid,0
74.0,male,76943,67.0,7,1,Postpaid,0
20.0,male,71323,54.0,8,33,Prepaid,0
22.0,male,86646,79.0,2,56,Postpaid,0
60.0,male,48132,96.0,9,53,Prepaid,0
45.0,male,76545,12.0,6,54,Postpaid,0
32.0,male,98131,14.0,2,53,Prepaid,0
30.0,male,95238,50.0,7,55,Prepaid,1
59.0,male,23315,30.0,8,6,Prepaid,1
50.0,male,54843,53.0,2,26,Prepaid,0
57.0,female,55905,31.0,1,33,Prepaid,0
35.0,female,66186,78.0,2,50,Postpaid,1
50.0,male,68234,89.0,7,23,Prepaid,0
71.0,female,86293,28.0,0,42,Prepaid,0
37.0,female,57896,77.0,2,47,Postpaid,0
42.0,female,73152,11.0,3,31,Prepaid,0
28.0,male,90952,79.0,0,15,Postpaid,0
57.0,male,19185,70.0,5,5,Postpaid,1
20.0,male,67838,71.0,8,27,Postpaid,0
33.0,male,43029,49.0,1,10,Prepaid,0
62.0,female,91532,11.0,8,39,Postpaid,0
19.0,female,59733,84.0,9,15,Postpaid,1
79.0,male,64259,11.0,8,52,Postpaid,0
43.0,male,77924,48.0,7,53,Prepaid,1
42.0,female,31780,18.0,4,50,Postpaid,0
51.0,male,58921,84.0,2,40,Prepaid,0
57.0,female,79569,57.0,9,7,Postpaid,0
46.0,male,79979,51.0,5,58,Postpaid,0
72.0,male,30508,32.0,4,4,Prepaid,0
77.0,male,85384,78.0,3,34,Prepaid,0
30.0,male,24656,21.0,2,48,Prepaid,0
61.0,female,33861,72.0,3,5,Postpaid,0
36.0,male,87096,96.0,7,30,Postpaid,0
79.0,male,65448,27.0,5,29,Prepaid,0
33.0,male,58796,68.0,3,12,Prepaid,1
36.0,male,60139,31.0,1,7,Prepaid,0
62.0,male,97230,93.0,4,54,Prepaid,0
66.0,female,30458,90.0,2,54,Postpaid,0
25.0,female,36924,32.0,3,6,Postpaid,1
52.0,female,54089,23.0,1,17,Prepaid,0
39.0,male,86091,9.0,9,24,Postpaid,0
55.0,male,59371,70.0,1,12,Postpaid,0
52.0,male,75331,92.0,1,4,Prepaid,0
79.0,male,83560,15.0,6,31,Prepaid,0
75.0,female,90287,81.0,3,27,Postpaid,0
58.0,female,51489,75.0,9,48,Postpaid,0
60.0,male,51212,47.0,4,18,Prepaid,0
73.0,male,17282,23.0,6,31,Postpaid,0
29.0,male,17228,65.0,8,19,Prepaid,0
62.0,male,53856,59.0,9,3,Postpaid,0
65.0,female,77418,81.0,8,43,Postpaid,1
25.0,male,85415,56.0,5,44,Prepaid,0
72.0,female,46764,5.0,8,40,Postpaid,0
61.0,male,61412,21.0,2,3,Postpaid,0
39.0,female,83135,38.0,8,42,Prepaid,1
48.0,female,38697,49.0,8,36,Postpaid,1
48.0,male,24265,35.0,3,27,Prepaid,1
74.0,female,92887,88.0,0,37,Postpaid,0
78.0,male,59144,28.0,6,7,Prepaid,1
68.0,female,24008,68.0,1,13,Postpaid,0
58.0,male,32678,36.0,0,8,Prepaid,1
24.0,female,39418,99.0,9,27,Prepaid,0
74.0,female,28101,91.0,5,53,Postpaid,0
26.0,female,49342,78.0,6,1,Prepaid,0
28.0,male,83151,76.0,8,27,Postpaid,1
22.0,female,76418,64.0,9,17,Postpaid,1
76.0,male,92534,59.0,9,56,Prepaid,0
48.0,female,85217,56.0,1,37,Postpaid,0
32.0,female,38018,3.0,3,14,Prepaid,1
23.0,male,15270,93.0,7,17,Postpaid,1
43.0,male,23649,98.0,0,35,Postpaid,0
62.0,male,81283,53.0,2,3,Postpaid,0
79.0,female,40627,87.0,5,4,Prepaid,1
52.0,female,74847,40.0,3,40,Prepaid,0
55.0,female,51199,12.0,1,48,Prepaid,0
69.0,male,90518,83.0,8,44,Postpaid,1
73.0,female,55731,51.0,4,11,Postpaid,0
35.0,male,91039,94.0,4,51,Prepaid,1
79.0,male,32568,22.0,6,14,Prepaid,0
50.0,male,79977,48.0,6,52,Postpaid,1
75.0,male,57155,67.0,4,18,Prepaid,0
25.0,female,27118,14.0,8,30,Prepaid,0
24.0,male,31058,99.0,2,57,Prepaid,1
72.0,male,38248,61.0,8,25,Prepaid,0
59.0,male,23938,18.0,8,40,Prepaid,0
28.0,male,94268,74.0,0,35,Postpaid,0
73.0,female,29144,87.0,7,5,Postpaid,0
24.0,male,63835,37.0,1,47,Prepaid,0
60.0,male,61384,61.0,4,22,Postpaid,0
30.0,male,58488,75.0,9,29,Prepaid,1
22.0,female,66470,15.0,1,18,Postpaid,0
67.0,female,92413,53.0,5,59,Postpaid,0
70.0,female,97110,56.0,7,33,Prepaid,0
24.0,male,88677,30.0,4,38,Prepaid,0
23.0,male,51369,30.0,0,31,Postpaid,0
56.0,male,75474,63.0,0,19,Postpaid,0
19.0,male,26729,75.0,5,35,Postpaid,0
64.0,male,89402,39.0,0,47,Prepaid,0
74.0,female,27595,15.0,0,6,Prepaid,0
64.0,female,20245,78.0,9,9,Prepaid,1
32.0,female,84584,18.0,5,10,Prepaid,0
29.0,female,78178,1.0,4,56,Prepaid,0
60.0,female,22453,32.0,1,35,Prepaid,0
21.0,male,96907,81.0,7,21,Prepaid,0
51.0,male,20045,75.0,5,12,Postpaid,1
45.0,male,14407,31.0,2,41,Prepaid,1
64.0,male,96019,52.0,7,31,Postpaid,1
30.0,female,30074,96.0,2,37,Prepaid,0
65.0,male,31130,72.0,5,43,Prepaid,0
61.0,female,81457,76.0,5,6,Prepaid,1
32.0,female,64646,9.0,2,41,Prepaid,0
40.0,male,56804,24.0,8,43,Prepaid,1
22.0,female,98924,11.0,7,17,Prepaid,0
45.0,male,17795,97.0,2,19,Postpaid,1
34.0,male,93315,34.0,1,35,Prepaid,0
25.0,male,34116,50.0,3,23,Prepaid,0
52.0,male,66035,55.0,4,55,Prepaid,0
53.0,male,39165,52.0,5,6,Prepaid,0
23.0,female,36378,6.0,4,10,Prepaid,1
29.0,female,38895,91.0,0,48,Prepaid,0
23.0,female,60313,38.0,6,41,Postpaid,1
60.0,female,88990,91.0,3,51,Postpaid,0
38.0,female,20123,76.0,3,2,Postpaid,0
22.0,female,69583,69.0,5,8,Prepaid,1
29.0,male,87421,70.0,8,50,Postpaid,1
78.0,female,76142,97.0,0,48,Postpaid,0
33.0,female,98212,31.0,9,49,Postpaid,1
60.0,male,11221,33.0,6,53,Prepaid,0
47.0,male,42625,67.0,5,14,Prepaid,1
29.0,female,48476,24.0,0,6,Postpaid,0
37.0,female,58205,80.0,7,18,Postpaid,1
18.0,male,38603,3.0,7,59,Prepaid,0
64.0,male,32787,89.0,5,31,Prepaid,0
38.0,male,86673,35.0,8,1,Postpaid,1
48.0,male,30934,1.0,8,44,Postpaid,1
27.0,female,95848,60.0,8,50,Prepaid,0
69.0,male,13333,28.0,3,8,Postpaid,0
31.0,male,48100,31.0,6,33,Postpaid,0
53.0,female,64845,48.0,0,44,Prepaid,0
72.0,female,97575,58.0,5,57,Prepaid,0
62.0,female,78811,14.0,1,36,Prepaid,0
55.0,female,11292,5.0,3,20,Postpaid,0
73.0,male,77371,46.0,6,54,Prepaid,1
28.0,female,39314,36.0,4,22,Prepaid,0
77.0,female,87390,58.0,8,38,Postpaid,0
52.0,female,79743,75.0,0,50,Postpaid,0
43.0,male,27275,61.0,9,32,Prepaid,1
33.0,male,42408,11.0,7,42,Postpaid,0
64.0,female,83898,99.0,4,50,Postpaid,0
78.0,male,92886,71.0,0,36,Prepaid,0
60.0,female,64326,5.0,0,25,Prepaid,1
20.0,female,29661,76.0,4,39,Postpaid,0
47.0,female,45062,88.0,5,24,Postpaid,0
63.0,female,81610,57.0,5,41,Postpaid,0
42.0,female,63854,83.0,2,5,Prepaid,0
65.0,female,28153,88.0,6,3,Postpaid,0
61.0,female,35704,96.0,6,29,Prepaid,0
22.0,male,27739,95.0,3,7,Prepaid,0
52.0,male,52223,20.0,3,44,Postpaid,0
28.0,male,50117,4.0,4,11,Prepaid,1
48.0,male,58759,65.0,7,30,Prepaid,1
41.0,male,95044,68.0,5,11,Postpaid,0
68.0,male,68636,57.0,1,55,Postpaid,0
71.0,female,62690,24.0,9,50,Prepaid,0
46.0,male,42960,94.0,2,1,Prepaid,1
51.0,female,67152,41.0,6,24,Postpaid,0
56.0,female,95984,74.0,0,56,Postpaid,0
58.0,female,10875,62.0,2,29,Prepaid,0
57.0,male,41480,89.0,5,50,Prepaid,0
66.0,male,15095,71.0,8,6,Postpaid,1
78.0,female,28334,63.0,5,26,Postpaid,0
69.0,male,16024,84.0,0,52,Postpaid,0
26.0,female,63308,6.0,9,12,Prepaid,1
47.0,male,83767,70.0,2,1,Prepaid,0
46.0,female,94623,59.0,3,44,Prepaid,0
49.0,male,31316,77.0,1,5,Postpaid,1
50.0,female,72946,23.0,6,18,Postpaid,0
62.0,male,39595,60.0,4,48,Postpaid,0
44.0,male,38421,29.0,2,53,Postpaid,0
34.0,female,64895,12.0,6,8,Prepaid,1
46.0,male,71110,57.0,1,30,Postpaid,0
70.0,male,62555,3.0,5,47,Prepaid,0
37.0,female,18978,10.0,6,24,Prepaid,0
19.0,male,46947,53.0,8,21,Prepaid,1
78.0,male,35712,89.0,6,33,Prepaid,0
30.0,female,10387,71.0,5,46,Prepaid,1
55.0,male,13657,2.0,0,3,Postpaid,0
67.0,female,50464,11.0,2,3,Prepaid,0
35.0,male,19039,43.0,5,7,Postpaid,1
39.0,male,76499,43.0,5,21,Prepaid,0
35.0,male,15063,4.0,5,17,Prepaid,0
27.0,male,31171,26.0,7,29,Prepaid,1
27.0,female,98711,13.0,9,18,Postpaid,1
29.0,female,73752,57.0,5,37,Prepaid,0
46.0,female,60165,66.0,1,19,Postpaid,0
50.0,female,11363,39.0,4,50,Prepaid,0
18.0,male,13931,57.0,2,19,Postpaid,1
70.0,female,91720,20.0,5,15,Prepaid,1
59.0,male,81943,85.0,5,51,Prepaid,0
22.0,male,95503,1.0,5,39,Postpaid,1
70.0,male,82731,50.0,5,3,Postpaid,0
19.0,female,10221,32.0,3,9,Prepaid,0
52.0,male,82500,45.0,1,3,Postpaid,0
46.0,female,51203,52.0,8,47,Prepaid,1
49.0,male,72311,64.0,4,38,Prepaid,0
77.0,male,47243,92.0,2,56,Postpaid,0
75.0,female,74890,56.0,9,20,Prepaid,1
35.0,male,85769,23.0,0,3,Postpaid,1
53.0,male,97706,52.0,3,28,Prepaid,0
77.0,female,58664,51.0,7,5,Postpaid,1
63.0,male,35110,86.0,4,9,Prepaid,1
73.0,male,65022,57.0,8,47,Postpaid,0
44.0,female,54987,86.0,3,23,Prepaid,0
35.0,female,28225,65.0,6,52,Postpaid,0
49.0,male,75210,57.0,4,31,Prepaid,0
68.0,female,16935,33.0,4,39,Postpaid,0
75.0,male,46285,26.0,4,50,Postpaid,0
60.0,male,72309,10.0,9,28,Prepaid,1
61.0,male,92894,55.0,7,19,Prepaid,0
49.0,female,65860,92.0,3,46,Postpaid,0
37.0,male,98133,2.0,4,50,Postpaid,0
44.0,male,84909,95.0,4,18,Postpaid,0
48.0,female,31254,86.0,7,49,Prepaid,1
68.0,female,86021,44.0,5,59,Postpaid,0
52.0,male,40254,32.0,5,12,Postpaid,0
67.0,female,66793,58.0,4,51,Prepaid,1
19.0,male,28073,85.0,3,6,Postpaid,0
64.0,female,58452,3.0,5,53,Postpaid,0
49.0,male,71152,45.0,8,53,Prepaid,0
79.0,male,92260,5.0,9,51,Prepaid,0
47.0,female,94906,64.0,0,21,Postpaid,0
47.0,female,82113,8.0,2,56,Postpaid,0
25.0,female,60284,32.0,6,33,Postpaid,0
68.0,female,89418,74.0,1,4,Postpaid,0
61.0,male,19545,75.0,6,51,Postpaid,0
71.0,female,99625,23.0,4,54,Postpaid,0
23.0,female,28349,51.0,1,18,Postpaid,0
31.0,female,46315,19.0,5,15,Prepaid,0
72.0,male,91682,59.0,5,34,Postpaid,0
20.0,male,74524,1.0,7,22,Prepaid,1
49.0,female,86481,81.0,8,38,Postpaid,0
43.0,female,71926,3.0,9,22,Postpaid,1
76.0,male,64097,61.0,4,13,Prepaid,1
71.0,male,25672,41.0,6,14,Postpaid,0
73.0,male,99659,23.0,7,39,Prepaid,0
35.0,male,67289,54.0,9,26,Prepaid,0
54.0,female,70139,15.0,6,1,Postpaid,0
61.0,female,48528,58.0,2,30,Postpaid,0
77.0,female,95684,64.0,3,47,Prepaid,0
18.0,female,50557,46.0,2,9,Postpaid,0
78.0,male,27131,36.0,1,15,Postpaid,0
40.0,female,26212,46.0,3,22,Prepaid,0
25.0,male,72856,95.0,4,55,Prepaid,0
56.0,male,77026,75.0,7,21,Prepaid,0
66.0,male,28538,1.0,2,50,Prepaid,0
26.0,male,72814,29.0,1,40,Postpaid,0
20.0,male,99782,3.0,1,59,Postpaid,0
73.0,male,57906,24.0,1,35,Postpaid,0
75.0,male,97342,78.0,4,19,Prepaid,1
27.0,male,24104,85.0,4,43,Postpaid,0
74.0,female,46262,46.0,3,6,Postpaid,0
74.0,female,60117,69.0,3,47,Postpaid,0
79.0,male,42221,37.0,4,14,Postpaid,0
31.0,female,19012,48.0,6,40,Prepaid,1
53.0,female,51242,83.0,0,35,Prepaid,0
79.0,male,40543,28.0,8,15,Postpaid,0
73.0,male,28343,32.0,3,29,Postpaid,0
55.0,male,43512,14.0,1,30,Postpaid,0
30.0,female,47622,22.0,1,46,Postpaid,0
23.0,male,89508,4.0,5,28,Prepaid,1
34.0,male,54236,81.0,5,4,Postpaid,0
22.0,female,47400,85.0,0,5,Prepaid,0
30.0,female,45029,42.0,4,40,Prepaid,1
22.0,female,63862,59.0,2,53,Postpaid,0
65.0,male,34803,25.0,9,26,Prepaid,1
54.0,male,88730,5.0,3,6,Prepaid,0
50.0,male,47686,52.0,9,11,Prepaid,1
68.0,male,48318,16.0,5,58,Postpaid,0
43.0,female,15748,84.0,9,42,Prepaid,0
42.0,male,89533,28.0,5,2,Prepaid,0
30.0,female,52403,74.0,1,16,Postpaid,0
45.0,male,22281,27.0,6,44,Prepaid,0
28.0,female,25427,13.0,4,38,Prepaid,0
54.0,female,42835,55.0,8,17,Postpaid,0
79.0,male,80246,19.0,3,42,Postpaid,0
51.0,female,18525,40.0,1,54,Prepaid,0
36.0,female,20846,30.0,1,54,Postpaid,0
60.0,male,60483,88.0,7,49,Prepaid,0
68.0,male,54910,50.0,2,21,Postpaid,0
47.0,female,96155,72.0,6,2,Prepaid,1
33.0,female,77681,59.0,1,24,Prepaid,0
62.0,male,69125,91.0,0,2,Postpaid,0
29.0,male,40229,44.0,7,34,Prepaid,1
79.0,male,66346,86.0,3,36,Postpaid,1
37.0,female,62593,89.0,5,21,Prepaid,0
39.0,female,35034,92.0,0,9,Prepaid,0
63.0,male,43378,69.0,1,31,Postpaid,0
18.0,male,93799,98.0,0,1,Postpaid,0
30.0,female,58420,74.0,2,17,Prepaid,0
25.0,male,52438,31.0,2,58,Postpaid,0
42.0,female,81698,16.0,3,54,Prepaid,0
52.0,female,34030,21.0,2,38,Prepaid,0
29.0,female,29764,57.0,4,23,Prepaid,0
39.0,female,98892,17.0,9,1,Prepaid,1
65.0,female,82294,24.0,0,39,Prepaid,0
76.0,male,48081,63.0,8,29,Postpaid,0
18.0,female,95164,33.0,4,43,Postpaid,0
56.0,female,43434,68.0,5,10,Prepaid,1
19.0,female,70768,99.0,6,49,Postpaid,0
50.0,male,13146,9.0,7,48,Postpaid,0
72.0,female,72784,64.0,9,26,Prepaid,1
67.0,female,26046,82.0,9,2,Prepaid,0
32.0,male,31723,14.0,0,28,Postpaid,0
34.0,male,82827,78.0,4,22,Postpaid,0
66.0,female,28498,51.0,5,45,Prepaid,0
68.0,female,53442,63.0,5,15,Prepaid,0
35.0,female,92857,6.0,9,2,Prepaid,1
18.0,male,95938,44.0,6,58,Prepaid,1
45.0,male,49957,37.0,4,15,Postpaid,0
56.0,female,17549,16.0,9,5,Prepaid,1
45.0,male,35823,76.0,7,51,Prepaid,0
75.0,female,65434,51.0,7,43,Postpaid,1
68.0,female,40328,87.0,6,16,Prepaid,1
66.0,male,74798,16.0,0,29,Prepaid,1
19.0,female,99325,73.0,9,41,Postpaid,0
70.0,female,65906,60.0,7,49,Prepaid,0
